"sim","resid_beta0","resid_beta1","resid_beta2","resid_conv_msg","resid_resampled_V","tpr","fpr"
1,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
2,-1.59344315962997,1.24845669908337,-0.143607559875921,"Converged",FALSE,0.95,0.05
3,-2.13914067917096,1.96848846974113,-0.046273478710512,"Converged",FALSE,0.95,0.05
4,-1.75378160419417,1.35091616682237,-0.0796991927343844,"Converged",FALSE,0.95,0.05
5,-2.01149382531633,1.68916467050143,-0.0696887459724072,"Converged",FALSE,0.95,0.05
6,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
7,-2.31681882000805,2.43243348751045,-0.122148700849302,"Converged",FALSE,0.95,0.05
8,-1.5767345514073,1.38582605658047,-0.134886962265489,"Converged",FALSE,0.95,0.05
9,-2.12333443870103,1.5695672997682,-0.0699318214827254,"Converged",FALSE,0.95,0.05
10,-1.45290015552056,1.07718495182843,-0.144141506251665,"Converged",FALSE,0.95,0.05
11,-1.78773054101624,1.69131707124743,-0.0986396850875403,"Converged",FALSE,0.95,0.05
12,-1.97988186570376,1.36607173648898,-0.0693879353048045,"Converged",FALSE,0.95,0.05
13,-1.98574406887445,2.31315559557671,-0.109827129267907,"Converged",FALSE,0.95,0.05
14,-2.20119429205389,2.78683823093906,-0.0831851376062721,"Converged",FALSE,0.95,0.05
15,-2.21189375588741,1.99621567082673,-0.0498977544819951,"Converged",FALSE,0.95,0.05
16,-1.3882242190802,-0.0917444395846542,-0.0720858843433785,"Converged",FALSE,0.95,0.05
17,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
18,-2.70572107438485,3.00871546095381,-0.0164165575751517,"Converged",FALSE,0.95,0.05
19,-1.69848017604362,1.47242816737712,-0.142044738667945,"Converged",FALSE,0.95,0.05
20,-1.74241425011901,2.19237428588002,-0.147240762672701,"Converged",FALSE,0.95,0.05
21,-1.96489615716621,1.67313468447986,-0.0830370259917182,"Converged",FALSE,0.95,0.05
22,-1.51295650647147,0.569276714846892,-0.111424991513362,"Converged",FALSE,0.95,0.05
23,-2.16281719133247,1.64443498467056,-0.0485300686948807,"Converged",FALSE,0.95,0.05
24,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
25,-1.77117912924169,0.99034493830652,-0.100480335946776,"Converged",FALSE,0.95,0.05
26,-1.52947232944445,0.828154386277461,-0.109355287586758,"Converged",FALSE,0.95,0.05
27,-1.73086304500986,1.40139395672497,-0.0765009835075732,"Converged",FALSE,0.95,0.05
28,-1.97210280946672,1.66191490992218,-0.0892598985459691,"Converged",FALSE,0.95,0.05
29,-1.91798082837065,2.35222479210377,-0.112114614884544,"Converged",FALSE,0.95,0.05
30,-2.36156135165891,2.29521846877761,-0.0468688038809783,"Converged",FALSE,0.95,0.05
31,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
32,-1.5384566553274,1.20299870113957,-0.134362503872879,"Converged",FALSE,0.95,0.05
33,-1.60939801172766,1.67732098972818,-0.155350536500828,"Converged",FALSE,0.95,0.05
34,-1.72891091256208,1.91197336737894,-0.129659138311216,"Converged",FALSE,0.95,0.05
35,-1.94885787515415,1.30391251569754,-0.0428283395676227,"Converged",FALSE,0.95,0.05
36,-1.54933241224191,1.84209522102264,-0.149755143504682,"Converged",FALSE,0.95,0.05
37,-2.12647299391992,2.01363421262377,-0.0638367478464149,"Converged",FALSE,0.95,0.05
38,-2.401688151927,1.70962485954471,-0.00715539809076908,"Converged",FALSE,0.95,0.05
39,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
40,-1.59812262044995,1.11131949339133,-0.119240476940231,"Converged",FALSE,0.95,0.05
41,-1.80728134964173,0.951018002533017,-0.0923103617220635,"Converged",FALSE,0.95,0.05
42,-2.34666838956184,2.56693194465084,-0.0828396911977383,"Converged",FALSE,0.95,0.05
43,-2.18695977055415,3.03367566041747,-0.128882522992402,"Converged",FALSE,0.95,0.05
44,-1.29804093303346,0.991804980156569,-0.20552645591329,"Converged",FALSE,0.95,0.05
45,-1.70791054596725,0.765636270136103,-0.0884229335004226,"Converged",FALSE,0.95,0.05
46,-1.66612992928641,1.41834434224369,-0.163553738434564,"Converged",FALSE,0.95,0.05
47,-1.5394857875137,1.50913451282171,-0.125518271224948,"Converged",FALSE,0.95,0.05
48,-1.8393598865912,2.51908447021322,-0.156436416466154,"Converged",FALSE,0.95,0.05
49,-2.31371947461702,2.70983207731538,-0.0685882311940243,"Converged",FALSE,0.95,0.05
50,-1.94854512094365,2.00499914983629,-0.0972505669076958,"Converged",FALSE,0.95,0.05
51,-1.56775990451675,0.990363456677297,-0.0916730637865591,"Converged",FALSE,0.95,0.05
52,-2.06672029146223,1.75454419467075,-0.0514577718126804,"Converged",FALSE,0.95,0.05
53,-1.79751955544994,1.5659110791199,-0.157235743886765,"Converged",FALSE,0.95,0.05
54,-1.53391802107378,1.03146559139199,-0.153990602930404,"Converged",FALSE,0.95,0.05
55,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
56,-1.61011764530227,0.200593850055373,-0.0556563041024653,"Converged",FALSE,0.95,0.05
57,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
58,-1.59169590161689,0.872360315817161,-0.114730506060118,"Converged",FALSE,0.95,0.05
59,-1.94777475668685,1.23749434410488,-0.0828336750079526,"Converged",FALSE,0.95,0.05
60,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
61,-2.65620193122605,3.75205356501764,-0.103487137064522,"Converged",FALSE,0.95,0.05
62,-2.01593861732816,2.44393070146151,-0.0995628500904868,"Converged",FALSE,0.95,0.05
63,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
64,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
65,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
66,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
67,-1.98046407249883,1.52428089404163,-0.0326000260649602,"Converged",FALSE,0.95,0.05
68,-2.11590272493098,1.24575927191439,-0.0212202048221793,"Converged",FALSE,0.95,0.05
69,-2.12255539125452,2.91895028670258,-0.104414746156289,"Converged",FALSE,0.95,0.05
70,-2.35124844853213,1.84130556311671,-0.0220485689177176,"Converged",FALSE,0.95,0.05
71,-1.79486377383094,0.48347822776603,-0.0348484081444636,"Converged",FALSE,0.95,0.05
72,-2.24795429500024,2.43672474576435,-0.0920296321204546,"Converged",FALSE,0.95,0.05
73,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
74,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
75,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
76,-1.60950994928714,1.08539570142835,-0.107987104545533,"Converged",FALSE,0.95,0.05
77,-1.59620809580873,1.2329707001555,-0.0959786928754728,"Converged",FALSE,0.95,0.05
78,-1.97164237714274,1.64895949785435,-0.0663406432076287,"Converged",FALSE,0.95,0.05
79,-2.16809274495626,1.86557498220768,-0.0497911802095489,"Converged",FALSE,0.95,0.05
80,-1.87949813704884,2.11845199783697,-0.112028554532322,"Converged",FALSE,0.95,0.05
81,-1.78637207130726,2.24331795650895,-0.152510872469941,"Converged",FALSE,0.95,0.05
82,-1.70169259854954,2.26612131067841,-0.160965335207663,"Converged",FALSE,0.95,0.05
83,-1.94186844927561,2.14672311633664,-0.0928676689107854,"Converged",FALSE,0.95,0.05
84,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
85,-1.60098737689393,1.44181058456357,-0.14504422585565,"Converged",FALSE,0.95,0.05
86,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
87,-1.82953058542628,1.6837385244544,-0.100117040931024,"Converged",FALSE,0.95,0.05
88,-0.89094354346908,-0.656058698856299,-0.147496105514019,"Converged",FALSE,0.95,0.05
89,NA,NA,NA,"B-spline error",FALSE,0.95,0.05
90,-1.64885644679186,1.97917783383987,-0.193397190339126,"Converged",FALSE,0.95,0.05
91,-1.72530846890852,1.52642294391742,-0.0859622460768882,"Converged",FALSE,0.95,0.05
92,-2.03409207521385,2.38212251146675,-0.158587785734967,"Converged",FALSE,0.95,0.05
93,-1.64038270449035,1.21982979133229,-0.116342683471795,"Converged",FALSE,0.95,0.05
94,-1.43900032289913,0.428571371831469,-0.0852849869335888,"Converged",FALSE,0.95,0.05
95,-1.27611859283804,-0.0627064164384855,-0.108242127175272,"Converged",FALSE,0.95,0.05
96,-2.69556560215028,4.02732566820618,-0.0764144357209068,"Converged",FALSE,0.95,0.05
97,-2.17897104869113,1.27172078264275,-0.0434434815298926,"Converged",FALSE,0.95,0.05
98,-1.84836927671158,0.770905907425957,-0.0823966188032327,"Converged",FALSE,0.95,0.05
99,-1.12458427471032,-0.684669434904459,-0.0984115638138908,"Converged",FALSE,0.95,0.05
100,-1.72693996000528,2.16387261793453,-0.15932091825923,"Converged",FALSE,0.95,0.05
